idx,rmse,absrel,delta1,delta2,delta3
81,8.441648014671856,0.21906334161758423,0.6887034177780151,0.8169152736663818,0.9122034907341003
82,3.6617574049608534,0.06536244601011276,0.9545056223869324,0.9719890356063843,0.9877178072929382
83,2.6272279276572683,0.09689096361398697,0.8913955688476562,0.9396107196807861,0.9925029277801514
84,3.9803884870618558,0.14105556905269623,0.8665978312492371,0.9012396931648254,0.9741736054420471
85,2.581712111517822,0.03767973557114601,0.9860739707946777,0.99423748254776,0.9975303411483765
86,3.688900051393689,0.28396284580230713,0.7513930201530457,0.8455278873443604,0.8901026844978333
87,4.632162167479156,0.16038210690021515,0.8271362781524658,0.9300097823143005,0.963873565196991
88,0.9879507786366477,0.06987043470144272,0.9835301637649536,1.0,1.0
89,6.386797591256489,0.15655075013637543,0.8334826827049255,0.9012337327003479,0.9442415237426758
90,7.927083787822,0.15193282067775726,0.8464747667312622,0.8876317143440247,0.9227070212364197
91,2.6178946834914005,0.035358212888240814,0.9891136288642883,0.9964383840560913,0.9968416094779968
92,3.1441352926657635,0.0521288625895977,0.946558952331543,0.9740615487098694,0.9924400448799133
93,4.616082745106284,0.17488443851470947,0.8883631825447083,0.9339790344238281,0.9605944156646729
94,4.459216853266727,0.07901240140199661,0.9575714468955994,0.9834349155426025,0.9921862483024597
95,4.554496957447704,0.13729088008403778,0.8795781135559082,0.9528278112411499,0.9733402729034424
96,3.5982490573029193,0.12068011611700058,0.8546151518821716,0.9583455920219421,0.9858448505401611
97,1.9449290315090706,0.04577113315463066,0.9690796136856079,0.9918932914733887,0.9954803586006165
98,5.339627823164925,0.11862289160490036,0.8732138872146606,0.9249345660209656,0.9615616202354431
99,2.437608569735019,0.06562499701976776,0.9412066340446472,0.9780074954032898,0.993255615234375
100,2.245491172567619,0.09926343709230423,0.8807333111763,0.9435483813285828,0.9784525632858276
101,3.5976455141584522,0.06462211161851883,0.956524670124054,0.9853011965751648,0.9933751821517944
102,2.3128845307537724,0.05929523706436157,0.9559543132781982,0.9819299578666687,0.994541347026825
103,3.2002105107207006,0.09196294099092484,0.9080501794815063,0.9475627541542053,0.9860413074493408
104,3.043062612630915,0.04586781933903694,0.9774651527404785,0.9875033497810364,0.9972684383392334
105,4.381331521662103,0.08637045323848724,0.9114105105400085,0.946960985660553,0.9757740497589111
106,3.0198140671947415,0.06058335676789284,0.9660733342170715,0.9843266606330872,0.9923890829086304
107,9.513769911666401,0.24183200299739838,0.6707552075386047,0.7725404500961304,0.8629591464996338
108,5.46329684174139,0.1345454305410385,0.8220950961112976,0.9113199710845947,0.966285228729248
109,3.127414685983141,0.06113985553383827,0.9583145380020142,0.98601895570755,0.9932993650436401
110,5.920327822397861,0.06381208449602127,0.9142205715179443,0.9557125568389893,0.9782977104187012
111,2.8319325817941268,0.08441641926765442,0.8912835717201233,0.959956705570221,0.9802334308624268
112,4.982727543850368,0.10537676513195038,0.9123358726501465,0.9450963735580444,0.9657725691795349
113,2.3081827846785816,0.055349621921777725,0.9578639268875122,0.9812228083610535,0.9987983107566833
114,3.014414331795301,0.06697950512170792,0.9387843608856201,0.9865700006484985,0.9969391822814941
115,9.586031813029319,0.25463464856147766,0.6958003640174866,0.7799215316772461,0.8383175730705261
116,4.16565872716736,0.06159935146570206,0.9472184777259827,0.9736092686653137,0.9891452193260193
117,3.747014828475715,0.07101147621870041,0.9180604219436646,0.9734214544296265,0.9797095656394958
118,5.148679412113431,0.046980004757642746,0.9715114235877991,0.9840521812438965,0.9841971397399902
119,4.984983592412916,0.0847017914056778,0.9374597668647766,0.9588080048561096,0.9746400713920593
120,2.4938133939176086,0.05949632450938225,0.9478284120559692,0.9900026321411133,0.9970206618309021
121,2.9733236318124923,0.06030137464404106,0.9401043653488159,0.975104033946991,0.9933963418006897
122,2.155238370346518,0.034132786095142365,0.9838720560073853,0.996176540851593,0.9983315467834473
123,3.793141605669583,0.04887022078037262,0.9568147659301758,0.982827365398407,0.9852184653282166
124,3.490850341954567,0.10586182028055191,0.8910006880760193,0.9432522058486938,0.9760201573371887
125,2.639834675091682,0.05211704969406128,0.9707764387130737,0.9872022867202759,0.9979550242424011
126,4.747837779165429,0.0929698795080185,0.9093748331069946,0.9726601839065552,0.9832457900047302
127,4.14454666695707,0.07367349416017532,0.952543318271637,0.9875903725624084,0.9926360845565796
128,2.7350957302097973,0.04848963022232056,0.973990261554718,0.988752543926239,0.9962295293807983
129,2.2990482973565127,0.04930714890360832,0.9473784565925598,0.9706180691719055,0.9865755438804626
130,2.115812523784473,0.0829576775431633,0.9116269946098328,0.9902328252792358,0.9997323751449585
131,2.88205400945498,0.04120240360498428,0.9742928147315979,0.9896195530891418,0.996586263179779
132,2.89858358585693,0.05080721527338028,0.9816723465919495,0.9901791214942932,0.9946746230125427
133,1.937880878543162,0.06182345002889633,0.9282833933830261,0.9890552759170532,0.9985598921775818
134,3.0031218180406367,0.10821499675512314,0.8764176964759827,0.9519280195236206,0.984927237033844
135,2.7010515673056643,0.08991628885269165,0.9064958691596985,0.9568567276000977,0.9839429259300232
136,5.975341991389489,0.11436238884925842,0.9174585938453674,0.9533461928367615,0.9714228510856628
137,4.991911067084886,0.13237719237804413,0.8950343728065491,0.9410578012466431,0.9701251983642578
138,5.440894108952497,0.13950666785240173,0.8922882676124573,0.9345309138298035,0.9559329152107239
139,3.078548034412181,0.1132320761680603,0.8585436344146729,0.9636625647544861,0.9848594069480896
140,4.5428543404418855,0.048654038459062576,0.9765223264694214,0.9855152368545532,0.9875746965408325
141,3.8071236144974927,0.1226961761713028,0.8919552564620972,0.913390040397644,0.974881112575531
142,2.7440630375764177,0.051859740167856216,0.9673905372619629,0.993328332901001,0.9984341859817505
143,3.019048773155204,0.09622862190008163,0.8853316903114319,0.9504824280738831,0.9932679533958435
144,3.238586337784614,0.06564438343048096,0.9639331102371216,0.9850957989692688,0.9909670948982239
145,5.192468309227701,0.08988485485315323,0.9267556071281433,0.9515341520309448,0.9833097457885742
146,3.978765390877493,0.07491634041070938,0.9212641716003418,0.9627113938331604,0.9927224516868591
147,4.7080069009605525,0.10297012329101562,0.9005782008171082,0.9453330039978027,0.9709393978118896
148,2.771878086161481,0.071819968521595,0.9291611909866333,0.9776590466499329,0.9941719174385071
149,6.578531791812567,0.12347008287906647,0.8341445922851562,0.9051539301872253,0.9475304484367371
150,6.819881814508752,0.2137763947248459,0.7913438081741333,0.8707051873207092,0.9407529234886169
151,4.204118008642339,0.049550753086805344,0.9752443432807922,0.9834486842155457,0.9900121688842773
152,2.74317483977947,0.08643896132707596,0.9199732542037964,0.9531615972518921,0.9721646308898926
153,2.625611097866085,0.06801598519086838,0.945510983467102,0.9892264604568481,0.9975828528404236
154,4.189234587831621,0.0778946802020073,0.9454606175422668,0.980121910572052,0.9907291531562805
155,3.197428182432175,0.23273201286792755,0.7687642574310303,0.8209977149963379,0.9121617674827576
156,3.4441781111947884,0.06962454319000244,0.934601902961731,0.9820801615715027,0.9879302978515625
157,2.0674480847779355,0.08049509674310684,0.9044793248176575,0.9454759359359741,0.9749465584754944
158,2.8526721206343075,0.10713856667280197,0.8697782158851624,0.9440060257911682,0.9901347160339355
159,2.6695294709237376,0.08131718635559082,0.9321417808532715,0.9760136604309082,0.9945064187049866
160,5.40929825241853,0.11761719733476639,0.814452052116394,0.9593150615692139,0.9860274195671082
161,2.917358988383509,0.06953293085098267,0.9454960823059082,0.9716432094573975,0.9880680441856384
162,4.452890918669504,0.13627426326274872,0.8406716585159302,0.911796510219574,0.9588528275489807
163,6.1885008339679075,0.15332429111003876,0.7989325523376465,0.92439866065979,0.9659281969070435
164,4.101768038004789,0.10475493967533112,0.8784622550010681,0.9485394954681396,0.9794158339500427
165,4.262087294659719,0.09179330617189407,0.958234429359436,0.9873884320259094,0.9937761425971985
166,2.89171600372997,0.049383681267499924,0.9761620163917542,0.9864771366119385,0.992389440536499
167,4.047620785603297,0.12456521391868591,0.8678883910179138,0.9321423172950745,0.9731636643409729
168,5.801813946901683,0.21582913398742676,0.8761464357376099,0.9211260676383972,0.9413031339645386
169,1.5137992952921473,0.05667324736714363,0.9693531394004822,0.998826265335083,0.9999999403953552
170,4.073197351070361,0.06970212608575821,0.9354204535484314,0.9752210974693298,0.983714759349823
171,2.441396972638623,0.038676273077726364,0.989213228225708,0.9978684186935425,0.9984497427940369
172,2.5081584370958208,0.08015347272157669,0.9311463832855225,0.9767331480979919,0.9938451051712036
173,2.997245159499399,0.07183877378702164,0.9224950671195984,0.9666460752487183,0.9889279007911682
174,3.6537251680243537,0.09461800754070282,0.893121600151062,0.9508686661720276,0.9859726428985596
175,2.8331611431382226,0.07306884974241257,0.9223491549491882,0.9781036972999573,0.9966210126876831
176,5.48185215494782,0.1425076127052307,0.8036872744560242,0.85105299949646,0.9521970748901367
177,4.703618527495323,0.11751124262809753,0.9090563058853149,0.9459212422370911,0.9652677178382874
178,3.224912798981572,0.12213017791509628,0.8802582621574402,0.9365928769111633,0.9714021682739258
179,2.4090624140171477,0.08348088711500168,0.9502834677696228,0.9768033027648926,0.9839708209037781
180,4.969047873343356,0.06692414730787277,0.9551393389701843,0.9687564969062805,0.9762217998504639
181,1.6690405231993815,0.05329497903585434,0.9491280317306519,0.9824284315109253,0.9967094659805298
182,2.8956036556650298,0.080938421189785,0.9620813727378845,0.9858843088150024,0.9948796033859253
183,4.3785819512914,0.10847800970077515,0.8802564740180969,0.926781952381134,0.9648075699806213
184,3.1027196459977104,0.04552345350384712,0.9754696488380432,0.9887146949768066,0.9948641657829285
185,5.230576141599632,0.09504992514848709,0.8899612426757812,0.9514400959014893,0.9756060242652893
186,3.032316040094865,0.05722340941429138,0.9565248489379883,0.9845245480537415,0.9947454929351807
187,2.429173847621906,0.04388280585408211,0.983609676361084,0.9982073307037354,0.9989755749702454
188,3.3038886076320164,0.08961601555347443,0.9358620047569275,0.9740162491798401,0.9840961694717407
189,3.1030362180857565,0.17700114846229553,0.7661122679710388,0.8938109874725342,0.9848872423171997
190,1.864302445322512,0.0662224069237709,0.9308061599731445,0.9738169312477112,0.9958083033561707
191,2.4436432134609185,0.0438368022441864,0.9771945476531982,0.9908905625343323,0.9954771399497986
192,5.173035091048837,0.08180176466703415,0.9115391969680786,0.9408039450645447,0.9770015478134155
193,5.291978401353375,0.11291460692882538,0.8576729893684387,0.935755729675293,0.9672207236289978
194,3.4834651015575755,0.07952550053596497,0.9362532496452332,0.9728967547416687,0.9825093746185303
195,4.5849354573639705,0.09339878708124161,0.8964421153068542,0.9594155550003052,0.9891098737716675
196,5.8369048311423155,0.07662714272737503,0.9207883477210999,0.9472929239273071,0.9589216709136963
197,3.485621755296477,0.07096673548221588,0.9444159269332886,0.9713093638420105,0.9904364347457886
198,4.325690180223073,0.07370928674936295,0.938289225101471,0.9655125737190247,0.9870333075523376
199,3.945775131446222,0.09512646496295929,0.9137953519821167,0.9788651466369629,0.9953247308731079
200,3.857227917394314,0.06453423202037811,0.9480417966842651,0.9752610921859741,0.9913185238838196
201,5.2090083587632146,0.0861392393708229,0.9305296540260315,0.9500725269317627,0.9746564626693726
202,4.039533753637583,0.09588545560836792,0.923614501953125,0.9620470404624939,0.9769815802574158
203,4.962263371665736,0.09287163615226746,0.8949729204177856,0.9311254620552063,0.9711043238639832
204,2.0668534081700756,0.05772869288921356,0.9500685930252075,0.9918413162231445,0.9989557266235352
205,2.65786989969732,0.06023634597659111,0.9626844525337219,0.9860578775405884,0.9956943392753601
206,2.000264507922403,0.03705558925867081,0.9949644804000854,0.9978525042533875,0.9988151788711548
207,4.326177606514262,0.1326121687889099,0.8806977272033691,0.927341639995575,0.9613196849822998
208,3.210238712502165,0.04898673668503761,0.9517071843147278,0.9938754439353943,0.997254490852356
209,3.744470588738707,0.05173309147357941,0.9552088975906372,0.9924155473709106,0.9974241256713867
210,2.4225430459370014,0.08578629791736603,0.9143040180206299,0.9743553400039673,0.9935888648033142
211,4.439607576435023,0.13771815598011017,0.8399579524993896,0.9285829663276672,0.9729358553886414
212,6.639733683289546,0.15857917070388794,0.8386410474777222,0.9446682333946228,0.9645056128501892
213,2.9888714375827456,0.10746046900749207,0.909198522567749,0.9650442004203796,0.9866304397583008
214,4.543299576840809,0.09205079078674316,0.9270170331001282,0.9554803967475891,0.9761146903038025
215,3.186200045122569,0.07368667423725128,0.9001317024230957,0.9520105123519897,0.9850071668624878
216,4.46828901140617,0.0900217667222023,0.9143689274787903,0.9672108292579651,0.985502302646637
217,5.018351066572382,0.11772894859313965,0.8925897479057312,0.9575636982917786,0.9772484302520752
218,4.538540992389471,0.10035736858844757,0.9169765114784241,0.9546095728874207,0.9810231924057007
219,3.3628394427078496,0.07829035073518753,0.930661678314209,0.9731460213661194,0.9902912378311157
220,2.902633878395075,0.05932706966996193,0.9732142686843872,0.9897564053535461,0.9958471655845642
221,3.796342600477169,0.06531230360269547,0.9413657784461975,0.9765602350234985,0.9919534921646118
222,2.686928621809886,0.07370828837156296,0.9207069277763367,0.9739978313446045,0.9972914457321167
223,6.758886068987603,0.13827252388000488,0.8591368198394775,0.9120079278945923,0.9450808167457581
224,5.633540303568326,0.0996599942445755,0.9163827300071716,0.941218912601471,0.9671036005020142
225,4.848975138186117,0.13513155281543732,0.8745705485343933,0.921405017375946,0.9541471004486084
226,6.6896378852222185,0.15846563875675201,0.8472102880477905,0.9362165331840515,0.9535160064697266
227,2.959504679141734,0.05316941440105438,0.9586777091026306,0.9921743869781494,0.9967820048332214
228,5.285480858645171,0.07006945461034775,0.9373059272766113,0.970205545425415,0.9781162738800049
229,8.004059238563492,0.10918945074081421,0.9066737294197083,0.9353131651878357,0.9477478861808777
230,3.5299893719996756,0.0682200938463211,0.9300270676612854,0.9673165082931519,0.9888320565223694
231,3.1562428993673994,0.10625670105218887,0.8873624205589294,0.9515171647071838,0.9957318902015686
232,1.8310494791592593,0.05290075019001961,0.9624863266944885,0.9936827421188354,0.9997660517692566
233,3.2113120053230935,0.09210275858640671,0.9184092879295349,0.9640726447105408,0.9810764193534851
234,2.966826287450896,0.06365342438220978,0.9375039339065552,0.9718925952911377,0.9899752140045166
235,3.1415537509475744,0.18291987478733063,0.772585928440094,0.8884034752845764,0.9646031260490417
236,4.064206982500577,0.08139021694660187,0.9567134380340576,0.9723861813545227,0.9822918772697449
237,4.673928310342354,0.11188602447509766,0.8767827749252319,0.9322893023490906,0.9729450941085815
238,8.254230223912796,0.18372492492198944,0.7023510932922363,0.7768818736076355,0.8831899166107178
239,2.65364593316185,0.06012361869215965,0.9511069655418396,0.9807296395301819,0.9965076446533203
240,3.8255337411322117,0.06802581995725632,0.9318987131118774,0.9620253443717957,0.9889873266220093
241,6.605352092775316,0.11313880980014801,0.9052002429962158,0.9510449767112732,0.9701417684555054
242,5.317726346943453,0.11243777722120285,0.9106083512306213,0.9625465273857117,0.9803420901298523
243,4.097573394955944,0.11535730212926865,0.9100937843322754,0.942485511302948,0.9636549353599548
244,3.0285716070961706,0.07204248756170273,0.9384344816207886,0.9769443869590759,0.9953511953353882
245,3.874346401098586,0.09287089854478836,0.8963085412979126,0.942721426486969,0.9756062626838684
246,2.2908554606538725,0.04338531941175461,0.9662690162658691,0.9979379177093506,0.9993371963500977
247,3.161721802510418,0.055905986577272415,0.9614896178245544,0.9820454120635986,0.99517822265625
248,2.9125044597542473,0.11991362273693085,0.8472364544868469,0.9389713406562805,0.9680142998695374
249,3.4100843773747638,0.09568334370851517,0.8725022673606873,0.9571319818496704,0.984373927116394
250,4.247461121613035,0.08894883841276169,0.9421421885490417,0.9635642170906067,0.9845590591430664
251,2.0225366184988953,0.0707959234714508,0.9177720546722412,0.9955783486366272,0.9985023140907288
252,3.9600723194492993,0.10228639841079712,0.8641935586929321,0.9481547474861145,0.982952356338501
253,4.032944670517326,0.05907145142555237,0.9670379161834717,0.981909453868866,0.9909225106239319
254,3.481427096069102,0.22797833383083344,0.847099781036377,0.8982114195823669,0.9392001628875732
255,1.6818758172040673,0.04541438817977905,0.988628089427948,0.9933106303215027,0.9984796643257141
256,3.630297243332999,0.04328154772520065,0.9693623185157776,0.9912362098693848,0.995083749294281
257,3.0563629316750305,0.05710267275571823,0.9617450833320618,0.9794314503669739,0.9935150146484375
258,1.8409946996518263,0.04398607090115547,0.976346492767334,0.991137683391571,0.9977532029151917
259,3.451458559072897,0.06771750003099442,0.9428829550743103,0.9622665643692017,0.9873359799385071
260,5.177151020101357,0.07052119821310043,0.9246051907539368,0.9630810022354126,0.9799836874008179
261,2.421856984717522,0.04322407394647598,0.9778387546539307,0.9891595244407654,0.9964322447776794
262,2.333870269667624,0.062206849455833435,0.94263756275177,0.99360591173172,0.9990777969360352
263,4.052887092378634,0.1921253800392151,0.8169004917144775,0.886543333530426,0.9362882375717163
264,1.908515272115876,0.07616984844207764,0.9113067388534546,0.9890995621681213,0.9998646378517151
265,3.427808937935461,0.13016104698181152,0.8749127984046936,0.9334776401519775,0.9607008695602417
266,3.8805526819554506,0.08154218643903732,0.9252366423606873,0.9613072276115417,0.9883602261543274
267,2.2023920233213814,0.047994814813137054,0.9721491932868958,0.9886415004730225,0.9951871037483215
268,2.1256967412097145,0.05128553882241249,0.9862605333328247,0.9886923432350159,0.9943461418151855
269,4.277549536645035,0.08346812427043915,0.9244394302368164,0.9593729972839355,0.9820060133934021
270,4.646716297674543,0.13353051245212555,0.8527534604072571,0.9208627939224243,0.9629629254341125
271,3.3375676123239058,0.0698043629527092,0.9515067934989929,0.9776238203048706,0.9881538152694702
272,10.985295263948657,0.09712322801351547,0.8988842368125916,0.9164447784423828,0.9206923246383667
273,3.0227355930842252,0.1811513900756836,0.7678714394569397,0.9209504127502441,0.9540829658508301
274,1.9199434203513561,0.09085670113563538,0.8933440446853638,0.9669402837753296,0.9986805319786072
275,4.425282166531075,0.049728162586688995,0.9548872709274292,0.9840225577354431,0.9908907413482666
276,5.153820598376888,0.11734819412231445,0.8717419505119324,0.9212192296981812,0.9580326676368713
277,7.5906677270018905,0.1756306141614914,0.7864941358566284,0.8616255521774292,0.9230893850326538
278,1.539404196979223,0.02925029955804348,0.9952125549316406,0.9982135891914368,0.9998570680618286
279,8.550581830846138,0.12628482282161713,0.7940670847892761,0.9046288132667542,0.939452588558197
280,1.9174873074107741,0.03593458980321884,0.9925075173377991,0.9979632496833801,0.9982541799545288
281,2.55032386593085,0.06281805783510208,0.9431484937667847,0.9811426401138306,0.9976952075958252
282,4.922184428827469,0.11564531177282333,0.8964434862136841,0.9352161288261414,0.9633193612098694
283,4.485307018441727,0.10533428937196732,0.8874201774597168,0.9352609515190125,0.9709349870681763
284,2.920450281410626,0.08198366314172745,0.9069315791130066,0.9595082998275757,0.9959716796875
285,2.94410709231932,0.04748237878084183,0.9773266315460205,0.9922199845314026,0.9951838254928589
286,4.169415037991925,0.1307898312807083,0.8830992579460144,0.9336454272270203,0.9644480347633362
287,3.149950293496941,0.04916612431406975,0.9589499235153198,0.9799522757530212,0.9930446743965149
288,2.805994265995706,0.061523135751485825,0.9455782771110535,0.9788283109664917,0.9961127638816833
289,4.612284320864678,0.08963557332754135,0.9558401107788086,0.9695569276809692,0.98110431432724
290,2.064440536821543,0.05250566825270653,0.9770647883415222,0.9913747906684875,0.995229959487915
291,5.751000690458174,0.06072929501533508,0.9343655705451965,0.9645015597343445,0.9795317649841309
292,4.3991035241746985,0.2295743077993393,0.8226908445358276,0.8857373595237732,0.9265192151069641
293,6.844822908371893,0.2349870204925537,0.7796723246574402,0.866058349609375,0.9351271986961365
294,3.2227494659814,0.049997348338365555,0.9819920659065247,0.9884833097457886,0.9921826124191284
295,5.710224404543498,0.1359100490808487,0.8671141266822815,0.9293810725212097,0.9600298404693604
296,2.473585101969073,0.06778110563755035,0.9541600942611694,0.9828358888626099,0.9940029382705688
297,5.728010174172172,0.08709044754505157,0.8939028382301331,0.9435067176818848,0.9717533588409424
298,5.079619296369062,0.09891398996114731,0.8834664225578308,0.9449866414070129,0.9771516919136047
299,2.3517915227644286,0.08069190382957458,0.927467405796051,0.966945469379425,0.9785212874412537
300,3.251454541358603,0.07777462154626846,0.9023733735084534,0.9795228242874146,0.9966184496879578
301,4.6816108839533,0.06980104744434357,0.923713207244873,0.9653878211975098,0.9844118356704712
302,6.72113903065431,0.22201701998710632,0.8073516488075256,0.8782712817192078,0.9330092072486877
